student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2113021339979,8.99,DSBS,Health Information Exchange,B,bad,User Experience Design,A,bad,User Interface Design,B,good,Data Privacy Regulations,B,good,Introduction to Environmental Economics,B+,bad,Introduction to Human Anatomy,A,good,Web Development Fundamentals,A,bad,proofreading,video production,user experience design,Smart Contracts,Ruby
RA2111023303533,7.79,DSBS,Cyber Law and Ethics,C,good,Cybersecurity Essentials,B,good,Digital Strategy Implementation,B,good,Cloud Computing Security,B,good,Introduction to Economics,B,good,Introduction to Environmental Communication,B,good,Introduction to Marine Biology,F,good,financial planning,team leadership,teamwork,System Administration,SOAP
RA2102036277146,7.76,NWC,Digital Health Records,F,bad,Data Science Techniques,B,bad,Web Development Tools,F,bad,Agile Software Development,F,bad,Artificial Intelligence Fundamentals,F,bad,Introduction to Environmental Ethics,B,bad,Introduction to Environmental Justice,F,bad,networking,event planning,social media management,Hive,IT Infrastructure
RA2102233843222,9.49,DSBS,IT Risk Assessment,A+,bad,Digital Advertising Campaigns,A,bad,Artificial Neural Networks,A+,bad,Digital Transformation Strategies,A+,bad,Introduction to Bioinformatics,A+,good,Introduction to Environmental Mathematics,A+,bad,Introduction to Medicine,A,bad,problem solving,event planning,business development,Smart Contracts,Agile Coaching
RA2101223254776,8.03,DSBS,Data Warehousing Solutions,B,good,Blockchain Implementation,A+,bad,Cloud Migration Planning,B+,good,Social Media Management,B,bad,Introduction to Psychology,B+,bad,Introduction to Virtual Reality,B+,bad,Introduction to Psychology,A+,bad,market analysis,business development,strategic planning,TensorFlow,Microservices
RA2111291879443,6.73,CTECH,Robotic Automation Systems,F,bad,Social Networking Platforms,F,bad,Artificial Neural Networks,F,bad,Digital Marketing Analytics,F,bad,Interior Design Basics,F,bad,Introduction to Mathematics,B,bad,Introduction to Computer Science,F,bad,presentation skills,media relations,survey design,Ruby,Angular
RA2100004867205,6.16,CTECH,Robotic Automation Systems,C,good,Agile Project Management,C,good,Predictive Analytics Models,C,good,Network Programming,C,good,Introduction to Environmental Sociology,C,good,Introduction to Data Visualization,C,good,Introduction to Physics,F,good,social networking,accounting,content marketing,AWS,Ruby on Rails
RA2102293350858,9.1,CINTEL,Digital Product Launch,O,bad,Agile Software Development,A+,bad,Digital Content Strategy,A+,good,Information Systems Audit,A,bad,Introduction to Psychology,A,bad,Interior Design Basics,A,bad,Introduction to Environmental Medicine,O,good,content strategy,negotiation,media relations,Continuous Deployment,Azure
RA2112302950074,7.94,NWC,Web Development Frameworks,F,bad,Data Warehousing Solutions,B,bad,E-commerce Platforms,F,bad,Information Security Governance,F,bad,Introduction to Medicine,C,bad,Introduction to Environmental Political Science,C,bad,Introduction to Art History,F,bad,event planning,networking,analytical thinking,Network Administration,Smart Contracts
RA2121004626520,8.02,CTECH,Business Process Optimization,A,bad,Mobile App Testing,A+,good,Social Media Engagement,B,good,E-commerce Strategies,B,bad,Introduction to Environmental Physics,B+,bad,Introduction to Ethical Hacking,B+,bad,Introduction to Forensic Science,A+,bad,email marketing,event production,database management,Big Data,Kotlin
RA2102358882136,6.53,DSBS,Information Systems Audit,F,bad,Machine Learning Algorithms,F,bad,Business Process Optimization,B,bad,Social Media Analytics,B,bad,Introduction to Environmental Engineering,C,bad,Introduction to Political Science,B,bad,Introduction to Acting,C,bad,project coordination,budgeting,video editing,Cloud Computing,Spark
RA2110067642180,6.25,DSBS,Data Science Techniques,F,bad,Machine Learning Algorithms,F,bad,Business Intelligence Tools,C,bad,Machine Learning Algorithms,F,bad,Web Development Fundamentals,C,bad,Introduction to Sociology,C,bad,Introduction to Engineering,F,bad,event production,event marketing,data mining,Sass,Kanban
RA2102080651544,8.07,NWC,Ethical Hacking Techniques,B+,bad,Digital Strategy Implementation,A+,bad,Big Data Processing,B,bad,IT Project Portfolio Management,B+,bad,Introduction to Political Science,B+,bad,Introduction to Environmental Marine Biology,A,bad,Music Production Techniques,A,good,financial planning,content creation,survey design,Test-Driven Development,Smart Contracts
RA2100364936441,8.17,CINTEL,IT Risk Assessment,B,bad,IT Risk Assessment,A,bad,Digital Health Technologies,A,bad,Digital Product Management,B,good,Introduction to Environmental Planning,A+,bad,Interior Design Basics,B,bad,Introduction to Environmental Ethics,B+,bad,event planning,market analysis,SEO optimization,Serverless Architecture,Site Reliability Engineering
RA2110235216627,7.74,CINTEL,Digital Strategy Implementation,F,bad,Web Application Security,B,bad,IoT Security Measures,B,bad,Supply Chain Optimization,F,bad,Introduction to Archaeology,B,bad,Introduction to Environmental Design,F,bad,Introduction to Anthropology,B,bad,copywriting,accounting,teamwork,Flask,Symfony
RA2101275088456,8.91,CTECH,IT Infrastructure Management,A,good,Business Intelligence Tools,A+,bad,Social Media Engagement,A+,good,Software Quality Assurance,B+,good,Introduction to Environmental Communication,B,bad,Introduction to Marine Biology,A+,good,Mobile App Development,B,bad,event production,media relations,problem solving,Internet of Things,DevOps
RA2112099095979,9.23,NWC,IoT Security Measures,A+,good,IT Infrastructure Management,O,bad,Supply Chain Management Systems,A+,bad,Quantum Cryptography,A,bad,Introduction to Environmental History,O,bad,Creative Coding,O,bad,Introduction to Environmental Computer Science,O,bad,SEO optimization,time management,media relations,IT Infrastructure,Docker
RA2113366972336,5.84,NWC,Project Management Fundamentals,B,good,Mobile Security Protocols,F,good,Health Information Exchange,C,good,Ethical AI Practices,F,good,Environmental Sustainability,F,good,Introduction to Robotics,C,good,Music Production Techniques,C,good,content marketing,social networking,accounting,Docker,Jenkins
RA2112128443435,7.05,CTECH,Social Media Marketing,F,bad,Robotic Automation Systems,B,bad,Cloud Computing Security,C,bad,Artificial Intelligence Ethics,B,bad,Mindfulness and Stress Management,B,bad,Introduction to Data Visualization,B,bad,Music Production Techniques,F,bad,client relations,client relations,networking,Kanban,Troubleshooting
RA2122332720333,7.0,DSBS,Digital Transformation Strategies,C,good,Data Science Techniques,C,good,Cloud Architecture Design,C,good,Health Information Exchange,F,good,Introduction to Public Health,B,good,Introduction to Economics,C,good,Introduction to Environmental Studies,F,good,public speaking,branding,customer relationship management,Laravel,Agile Methodologies
RA2123073314134,7.74,CTECH,Wireless Networking Technologies,F,bad,Data Warehousing Solutions,B,bad,Cybersecurity Frameworks,B,bad,Virtualization Technologies,B,bad,Introduction to Environmental Policy,B,bad,Introduction to Environmental Literature,F,bad,Mobile App Development,C,bad,content creation,data visualization,leadership,Cryptocurrency,Django
RA2113087209732,5.01,NWC,Digital Content Creation,F,bad,Artificial Intelligence Ethics,F,bad,Project Management Fundamentals,C,bad,IT Risk Assessment,C,bad,Introduction to Archaeology,C,bad,Introduction to Environmental Physics,C,bad,Introduction to Environmental Policy,C,bad,content creation,client relations,content strategy,TensorFlow,Microservices
RA2103357863677,5.14,CINTEL,IT Project Portfolio Management,F,bad,Blockchain Applications,F,bad,Agile Project Management,C,bad,Web Development Tools,C,bad,Introduction to Astronomy,C,bad,Public Speaking Mastery,C,bad,Introduction to Environmental Geology,B,bad,presentation skills,public speaking,social networking,DevOps,Code Review
RA2111345541185,9.49,NWC,Social Media Management,O,bad,Computer Network Design,A,bad,Virtual Reality Applications,A,good,Cloud Architecture Design,O,bad,Introduction to Environmental Technology,A,bad,Introduction to Bioinformatics,O,bad,Introduction to Environmental Policy,A+,bad,event marketing,social media marketing,strategic planning,Web Development,Scala
RA2113195771683,9.24,DSBS,Software Testing Methods,A+,good,Agile Project Management,O,bad,Data Privacy Regulations,A,bad,Data Warehousing Solutions,A,bad,Introduction to Environmental Biology,A+,bad,Introduction to Anthropology,A+,bad,Introduction to Urban Planning,O,bad,financial analysis,data visualization,data mining,Web Development,jQuery
RA2110392862086,8.07,DSBS,Game Development Principles,B,good,IoT Device Management,B,bad,Ethical Hacking Techniques,B+,good,Digital Health Technologies,A+,bad,Introduction to Archaeology,B,bad,Introduction to Environmental Studies,A+,bad,Fashion Design Workshop,B,bad,content management,content management,time management,Database Administration,JavaScript
RA2111065122884,5.58,NWC,Data Science Techniques,F,bad,Artificial Intelligence Ethics,C,bad,E-commerce Platforms,F,bad,Artificial Intelligence in Business,F,bad,Introduction to Environmental Psychology,F,bad,Interior Design Basics,B,bad,Introduction to Photography,B,bad,forecasting,time management,data entry,Continuous Deployment,Penetration Testing
RA2102230050351,8.58,CINTEL,Digital Advertising Campaigns,A+,bad,Web Application Development,A+,bad,Cloud Architecture Design,B+,bad,Internet Marketing Strategies,B,good,Introduction to Environmental Engineering,A,bad,Introduction to Environmental Health,B,good,Introduction to Literature,A+,bad,research,event production,social media management,Hadoop,Computer Vision
RA2102177956023,7.77,CINTEL,Cloud Computing Security,C,good,IT Governance Compliance,C,good,Data Mining Techniques,C,good,Wireless Networking Technologies,B,good,Introduction to Environmental Economics,C,good,Introduction to Human Anatomy,B,good,Introduction to Forensic Science,C,good,presentation skills,SEO optimization,email marketing,Hadoop,Ruby on Rails
RA2113200206622,5.03,CINTEL,Ethical Hacking Techniques,C,good,Social Media Marketing,C,good,Machine Learning Algorithms,C,good,Machine Learning Algorithms,C,good,Introduction to Acting,F,good,Introduction to Film Studies,B,good,Introduction to Environmental Engineering,F,good,business development,content management,sales,UI/UX Design,Behavior-Driven Development
RA2113253263827,8.02,NWC,Information Security Governance,A+,good,Social Media Marketing,A+,bad,Mobile App Testing,B+,bad,Internet Marketing Strategies,A,good,Public Speaking Mastery,B+,bad,Introduction to Psychology,A+,bad,Introduction to Environmental Sociology,B+,bad,networking,negotiation,business development,PHP,React
RA2103072287286,6.43,CINTEL,Digital Communication Strategies,F,bad,Cyber Law and Ethics,F,bad,Project Management Fundamentals,F,bad,IT Risk Assessment,C,bad,Introduction to Art History,C,bad,Fashion Design Workshop,F,bad,Introduction to Environmental Geography,C,bad,analytical thinking,client relations,email marketing,HTML,Behavior-Driven Development
RA2103068222093,8.42,DSBS,Digital Content Creation,B,bad,Cloud Computing Technologies,A,bad,Internet of Things,A,bad,Digital Health Technologies,A,bad,The Art of Storytelling,B,bad,Digital Marketing Strategies,B,good,Introduction to Environmental Sociology,A,bad,market analysis,survey design,social networking,Web Development,Deep Learning
RA2102093752755,6.51,NWC,Cloud Architecture Design,F,bad,Digital Product Launch,B,bad,Artificial Neural Networks,F,bad,Network Security Analysis,B,bad,Introduction to Criminal Justice,B,bad,Entrepreneurial Finance,C,bad,Introduction to Environmental Gender Studies,F,bad,database management,creative writing,analytical thinking,Continuous Integration,Technical Writing
RA2113104186388,7.81,CINTEL,Machine Learning Algorithms,F,bad,Cloud Computing Technologies,F,bad,Digital Advertising Campaigns,C,bad,Network Programming,C,bad,Introduction to Environmental Engineering,C,bad,Introduction to Environmental Biology,C,bad,Graphic Design Principles,C,bad,teamwork,web analytics,market analysis,Django,Backbone.js
RA2123129623548,7.99,CTECH,Digital Strategy Implementation,C,good,Cybersecurity Frameworks,B,good,Information Systems Audit,B,good,Software Quality Assurance,F,good,Introduction to Environmental Law,F,good,Entrepreneurial Finance,C,good,Financial Literacy,F,good,research,project management,problem solving,Ethical Hacking,Cloud Security
RA2121151348625,7.66,CTECH,Virtualization Technologies,C,good,IT Infrastructure Management,B,good,Data Visualization Techniques,B,good,Information Systems Audit,F,good,Introduction to Environmental Biology,F,good,Introduction to World Religions,B,good,Introduction to Environmental Ethics,B,good,time management,data visualization,customer service,Angular,DevOps
RA2123340710221,6.3,NWC,Database Management Systems,B,good,Social Media Marketing,C,good,Digital Product Launch,F,good,Social Media Marketing,C,good,User Experience Design,C,good,Introduction to Environmental Philosophy,B,good,Introduction to Psychology,C,good,critical thinking,research,critical thinking,TensorFlow,Ember.js
RA2112186426052,9.08,NWC,Data Science Techniques,A+,bad,Ethical Hacking Practices,A+,bad,Digital Advertising Campaigns,A,bad,IT Service Delivery,O,bad,Introduction to Human Anatomy,A+,bad,The Art of Storytelling,A,bad,Introduction to Environmental Management,A+,bad,creative problem solving,data visualization,web design,Laravel,Google Cloud
RA2120348118852,6.47,NWC,Data Mining Techniques,F,bad,Agile Software Development,B,bad,Health Information Exchange,B,bad,Ethical Hacking Techniques,C,bad,Introduction to Environmental Economics,B,bad,Introduction to Environmental Education,B,bad,Introduction to Environmental Gender Studies,C,bad,strategic planning,media relations,sales,Scrum,Git
